id	resource	problem	wikidata_id	id_wiki	wiki_address	label_en	description_english	description_german	commons_url	HDS ID	GND ID	date of birth	date of death	place of birth	coordinate_location_birth	place of death	coordinate location
2860	http://purl.org/net7/korbo2/ite/m/2860		Elisabeth Gelzer-Vischer	Q63126106	https://www.wikidata.org/wiki/Q63126106	Elisabeth Gelzer-Vischer	Elisabet Vischer (1863-1937) was Wilhelm Vischer's and Katharina Heußler's daughter.										
2218	http://purl.org/net7/korbo2/ite/m/2218		Margaretha Frey	Q63126107	https://www.wikidata.org/wiki/Q63126107	Margaretha Frey	Margaretha Frey, named Daisy (1881-1963), was Wilhelm Frey's (1844-1910) and Clara Frey-Freyvogel's (1852-1931) daughter.										
540	/m/0sxgjsr		Anton Salomon Vögelin	Q21543700	https://www.wikidata.org/wiki/Q21543700	Anton Salomon Vögelin	Swiss classical philologist and high school teacher	Schweizer Klassischer Philologe und Gymnasiallehrer	https://upload.wikimedia.org/wikipedia/commons/1/19/%28UAZ%29_AB.1.1051_Voegelin.tif	46387	1023785773	1804-05-12T00:00:00Z	1880-10-17T00:00:00Z	Zürich	47.378611111111,8.54	Zürich	47.378611111111,8.54
											115552901						
1767	/m/0wzv8s0		Girolamo Luigi Calvi	Q3768943	https://www.wikidata.org/wiki/Q3768943	Girolamo Luigi Calvi	Italian art historian, painter and writer				115561765	1791-01-26T00:00:00Z	1872-03-28T00:00:00Z	Milan	45.464161,9.190336	Milan	45.464161,9.190336
103814			Theodor Ackermann	Q63108449	https://www.wikidata.org/wiki/Q63108449	Theodor Ackermann	Theodor Ackermann (1827-1911) was a German publisher.				116006064	1827-01-29T00:00:00Z	1911-06-10T00:00:00Z				
104546			Giacomo Antonelli	Q712085	https://www.wikidata.org/wiki/Q712085	Giacomo Antonelli	Catholic cardinal	römischer Kardinal und Staatssekretär	https://upload.wikimedia.org/wikipedia/commons/d/d9/Giacomo_Antonelli_Mukarovsky.png		116016671	1806-04-02T00:00:00Z	1876-11-06T00:00:00Z	Sonnino	41.416666666667,13.233333333333	Rome	41.893055555556,12.482777777778
104320	/m/0sxgdmg		Eduard Paulus	Q98794	https://www.wikidata.org/wiki/Q98794	Eduard Paulus	German archaeologist, prehistorian and author	deutscher Kunsthistoriker und Prähistorischer Archäologe	https://upload.wikimedia.org/wikipedia/commons/5/51/Paulus_eduard_juengere.jpg		116066342	1837-10-16T00:00:00Z	1907-04-16T00:00:00Z	Stuttgart	48.776111111111,9.1775	Stuttgart	48.776111111111,9.1775
41	/m/0v07gjc		Adolf Baumgartner	Q360876	https://www.wikidata.org/wiki/Q360876	Adolf Baumgartner	German historian and classical philologist				116091606	1855-06-15T00:00:00Z	1930-12-01T00:00:00Z	Lörrach	47.615555555556,7.6613888888889	Basel	47.550555555556,7.5911111111111
103161	http://purl.org/net7/korbo2/ite/m/103161		Johann Tobias Beck	Q70719	https://www.wikidata.org/wiki/Q70719	Johann Tobias Beck	German theologian	deutscher evangelischer Theologe	https://upload.wikimedia.org/wikipedia/commons/6/60/Image_Johann_Tobias_Beck.jpg	10528	116101458	1804-02-22T00:00:00Z	1878-12-28T00:00:00Z	Balingen	48.273055555556,8.8505555555556	Tübingen	48.52,9.0555555555556
103748	/m/0y5l2yz		Hermann Behn-Eschenburg	Q28041716	https://www.wikidata.org/wiki/Q28041716	Hermann Behn-Eschenburg	German-Swiss philologist, scholar of English literature and writer.				116109912	1814-02-04T00:00:00Z	1873-01-23T00:00:00Z	Stralsund	54.3,13.083333333333	Fluntern	47.376,8.56
1142	http://purl.org/net7/korbo2/ite/m/1142		Otto Benndorf	Q74197	https://www.wikidata.org/wiki/Q74197	Otto Benndorf	Austrian archaeologist	deutscher Archäologe	https://upload.wikimedia.org/wikipedia/commons/8/85/Otto_Benndorf_Archaeologist.jpg		116121157	1838-09-13T00:00:00Z	1907-01-02T00:00:00Z	Greiz	50.654722222222,12.199722222222	Vienna	48.20833,16.373064
1623			Otto Benndorf	Q74197	https://www.wikidata.org/wiki/Q74197	Otto Benndorf	Austrian archaeologist	deutscher Archäologe	https://upload.wikimedia.org/wikipedia/commons/8/85/Otto_Benndorf_Archaeologist.jpg		116121157	1838-09-13T00:00:00Z	1907-01-02T00:00:00Z	Greiz	50.654722222222,12.199722222222	Vienna	48.20833,16.373064
102718			Guglielmo Berchet	Q3119268	https://www.wikidata.org/wiki/Q3119268	Guglielmo Berchet	Italian politician and historian				116125020	1833-06-03T00:00:00Z	1913-06-15T00:00:00Z	Venice	45.439722222222,12.331944444444	Mestre	45.490555555556,12.238055555556
102651	/m/0y613q5		Hermann Alexander von Berlepsch	Q19210948	https://www.wikidata.org/wiki/Q19210948	Hermann Alexander von Berlepsch					116135859	1813-03-17T00:00:00Z	1883-05-14T00:00:00Z	Göttingen	51.533888888889,9.9355555555556	Zürich	47.378611111111,8.54
												1814-03-17T00:00:00Z					
35	/m/0t5d56p		Pier Desiderio Pasolini	Q61993438	https://www.wikidata.org/wiki/Q61993438	Pier Desiderio Pasolini			https://upload.wikimedia.org/wikipedia/commons/9/97/Pier_Desiderio_Pasolini.JPG		116149868	1844-09-22T00:00:00Z	1920-01-21T00:00:00Z	Ravenna	44.417777777778,12.199444444444	Rome	41.893055555556,12.482777777778
52694	/m/035bpp		Rudolf Besser	Q55134211	https://www.wikidata.org/wiki/Q55134211	Rudolf Besser					116154829	1811-01-01T00:00:00Z	1883-01-01T00:00:00Z				
102740			Minna Kinkel	Q63108450	https://www.wikidata.org/wiki/Q63108450	Minna Kinkel	Minna Emilia Ida Werner (1827-1917) was Gottfried Kinkel's wife.				116175354	1827-04-15T00:00:00Z	1917-07-20T00:00:00Z				
103753			Georg Friedrich Kinkelin	Q47465888	https://www.wikidata.org/wiki/Q47465888	Georg Friedrich Kinkelin					116175370	1836-07-15T00:00:00Z	1913-08-13T00:00:00Z	Lindau	47.545833333333,9.6838888888889		
102503			Carlo Pini	Q48075010	https://www.wikidata.org/wiki/Q48075010	Carlo Pini					116188472	1805-01-01T00:00:00Z	1879-01-01T00:00:00Z				
104730			Hugo von Blomberg	Q1635911	https://www.wikidata.org/wiki/Q1635911	Hugo von Blomberg	German artist				116204109	1820-09-26T00:00:00Z	1871-06-17T00:00:00Z	Berlin	52.516666666667,13.383333333333	Weimar	50.983333333333,11.316666666667
104242			Georg Klebs	Q67250	https://www.wikidata.org/wiki/Q67250	Georg Klebs	German Botanist	deutscher Botaniker	https://upload.wikimedia.org/wikipedia/commons/2/28/Georg_Albrecht_Klebs_%281%29.jpg		116207191	1857-10-23T00:00:00Z	1918-10-15T00:00:00Z	Nidzica	53.358333333333,20.425	Heidelberg	49.412222222222,8.71
															53.36052,20.42749		
720	/m/0w51y8_		August von Druffel	Q764982	https://www.wikidata.org/wiki/Q764982	August von Druffel	German historian of modern age				116228369	1841-08-21T00:00:00Z	1891-10-23T00:00:00Z	Koblenz	50.359722222222,7.5977777777778	Munich	48.137194444444,11.5755
102570	/m/0y4crgk		Friedrich Klincksieck	Q60843083	https://www.wikidata.org/wiki/Q60843083	Friedrich Klincksieck					11622861X	1813-01-01T00:00:00Z	1874-12-20T00:00:00Z				
2697	/m/0cnxw8f		Ulrich Köhler	Q84560	https://www.wikidata.org/wiki/Q84560	Ulrich Köhler	German historian and epigrapher	deutscher Althistoriker und Epigraphiker	https://upload.wikimedia.org/wikipedia/commons/c/c1/Ulrich_K%C3%B6hler_-_Imagines_philologorum.jpg		116285524	1838-11-06T00:00:00Z	1903-10-21T00:00:00Z	Kleinneuhausen	51.133333333333,11.266666666667	Berlin	52.516666666667,13.383333333333
728	/m/0w62sf7		Karl Koelitz	Q61993439	https://www.wikidata.org/wiki/Q61993439	Karl Koelitz					116286229	1852-01-01T00:00:00Z	1932-01-01T00:00:00Z				
102	/m/0v0bjqr		Gustav Könnecke	Q1556128	https://www.wikidata.org/wiki/Q1556128	Gustav Könnecke	German literary historian and archivist				116294671	1845-10-27T00:00:00Z	1920-10-24T00:00:00Z	Kroppenstedt	51.9413,11.30845	Marburg	50.816666666667,8.7666666666667
721	/m/0w5mnx8		Stephan Gans Putlitz	Q1687639	https://www.wikidata.org/wiki/Q1687639	Stephan Gans Putlitz		deutscher Nationalökonom	https://upload.wikimedia.org/wikipedia/commons/d/d8/Stephan_Gans_zu_Putlitz.jpg		11631401X	1854-02-04T00:00:00Z	1883-07-24T00:00:00Z	Groß Pankow (Prignitz)	53.116666666667,12.05	Berlin	52.516666666667,13.383333333333
74	/m/0yq1r_s		Albert Ebner	Q61993440	https://www.wikidata.org/wiki/Q61993440	Albert Ebner					116332913						
103708	/m/0wzxndb		Emil Ebner	Q61993441	https://www.wikidata.org/wiki/Q61993441	Emil Ebner					116332956						
325	/m/0t4_tl1		Edward Habich	Q36704316	https://www.wikidata.org/wiki/Q36704316	Edward Habich					116351004	1818-07-07T00:00:00Z	1898-09-12T00:00:00Z			Kassel	51.315777777778,9.4979166666667
103311			Adelheid Kinkel	Q61993442	https://www.wikidata.org/wiki/Q61993442	Adelheid Kinkel					116372176	1846-01-01T00:00:00Z	1929-01-01T00:00:00Z				
2866			Eduard Hagenbach	Q63108451	https://www.wikidata.org/wiki/Q63108451	Eduard Hagenbach	Eduard Hagenbach-Burckhardt (1840-1916) was Professor of Pediatrics at the University of Basel.				116380276	1840-05-05T00:00:00Z	1916-10-17T00:00:00Z				
550	/m/0sxgw04		Fridolin Eisele	Q55674460	https://www.wikidata.org/wiki/Q55674460	Fridolin Eisele					116426217	1837-05-02T00:00:00Z	1920-02-05T00:00:00Z	Sigmaringen	48.086666666667,9.2163888888889	Freiburg im Breisgau	47.994722222222,7.8497222222222
88	/m/0t4_q3n		Oskar Eisenmann	Q19222926	https://www.wikidata.org/wiki/Q19222926	Oskar Eisenmann					116434422	1842-01-14T00:00:00Z	1933-08-21T00:00:00Z				
2852	/m/01jknl		Alfred von Reumont	Q76150	https://www.wikidata.org/wiki/Q76150	Alfred von Reumont	German scholar and diplomat	deutscher Staatsmann und Historiker	https://upload.wikimedia.org/wikipedia/commons/5/50/Alfred_von_reumont.jpg		116450932	1808-08-15T00:00:00Z	1887-04-27T00:00:00Z	Aachen	50.776207,6.083788	Aachen	50.776207,6.083788
61	/m/0t4_bf2		Karl Johann Brenner	Q1731803	https://www.wikidata.org/wiki/Q1731803	Karl Johann Brenner	Swiss politician			14794	116486295	1814-09-25T00:00:00Z	1883-08-15T00:00:00Z	Basel	47.550555555556,7.5911111111111	Basel	47.550555555556,7.5911111111111
104567			Georg Ernst Harzen	Q20752683	https://www.wikidata.org/wiki/Q20752683	Georg Ernst Harzen		Kaufmann, Kunsthändler, Auktionator und Mäzen	https://upload.wikimedia.org/wikipedia/commons/f/fc/Hermann_Steinfurth_-_Georg_Ernst_Harzen.JPG		116510544	1790-11-01T00:00:00Z	1863-02-06T00:00:00Z	Altona	53.55,9.9333	Hamburg	53.55,10
583	/m/08t90q4		Jean-Paul Richter	Q3168667	https://www.wikidata.org/wiki/Q3168667	Jean-Paul Richter	German art historian				116512288	1847-06-07T00:00:00Z	1937-08-25T00:00:00Z	Dresden	51.049258333333,13.738361111111	Lugano	46.010277777778,8.9625
												1847-01-07T00:00:00Z					
751	/m/0w7dggq		Bernhard Erdmannsdörffer	Q89346	https://www.wikidata.org/wiki/Q89346	Bernhard Erdmannsdörffer	German historian of modern age	deutscher Historiker	https://upload.wikimedia.org/wikipedia/commons/e/e5/Bernhard_Erdmannsd%C3%B6rffer_%28HeidICON_53029%29_%28cropped%29.jpg		116531428	1833-01-24T00:00:00Z	1901-03-01T00:00:00Z	Altenburg	50.985,12.433333333333	Heidelberg	49.412222222222,8.71
102471			Bernhard Hausmann	Q825185	https://www.wikidata.org/wiki/Q825185	Bernhard Hausmann	German entrepreneur, art historian and art collector	deutscher Verkehrspolitiker, Fabrikant und Kunstsammler	https://upload.wikimedia.org/wikipedia/commons/7/78/Bernhard_hausmann1.JPG		116540044	1784-05-15T00:00:00Z	1873-05-13T00:00:00Z	Hanover	52.374444444444,9.7386111111111	Hanover	52.374444444444,9.7386111111111
103733	/m/0_qxc_x		Berthold Riehl	Q4394645	https://www.wikidata.org/wiki/Q4394645	Berthold Riehl					116541008	1858-06-10T00:00:00Z	1911-04-05T00:00:00Z	Munich	48.137194444444,11.5755	Munich	48.137194444444,11.5755
238	/m/0sxh4sm		Bernhard Riggenbach	Q55859857	https://www.wikidata.org/wiki/Q55859857	Bernhard Riggenbach					11654709X	1848-01-01T00:00:00Z	1895-01-01T00:00:00Z				
486	/m/0sxbv4d		Christoph Johannes Riggenbach	Q60839767	https://www.wikidata.org/wiki/Q60839767	Christoph Johannes Riggenbach					116547111	1818-10-08T00:00:00Z	1890-09-05T00:00:00Z				
1304	/m/010h43ff		Friedrich Riggenbach-Stehlin	Q55071926	https://www.wikidata.org/wiki/Q55071926	Friedrich Riggenbach-Stehlin					116547154	1821-09-11T00:00:00Z	1904-03-03T00:00:00Z				
103804			Johann Rudolf Ringier	Q1696030	https://www.wikidata.org/wiki/Q1696030	Johann Rudolf Ringier	Swiss politician			3784	116550759	1797-01-22T00:00:00Z	1879-11-09T00:00:00Z	Lenzburg	47.3875,8.1802777777778		
104216	/m/0_r23lf		Friedrich Brömmel	Q1458558	https://www.wikidata.org/wiki/Q1458558	Friedrich Brömmel	German historian				116561394	1791-06-27T00:00:00Z	1856-01-31T00:00:00Z	Goslar	51.906003,10.429163		
288	/m/0v0_brc		Franz Dorotheus Gerlach	Q622704	https://www.wikidata.org/wiki/Q622704	Franz Dorotheus Gerlach	Swiss classical philologist			43466	116586842	1793-07-18T00:00:00Z	1876-10-31T00:00:00Z	Wolfsbehringen	51.0069,10.4922	Basel	47.550555555556,7.5911111111111
211	/m/0t5dzlp		Albert Geßler	Q61993443	https://www.wikidata.org/wiki/Q61993443	Albert Geßler	Professor of Modern Literature at the University and Teacher at the Gymnasium in Basel				116599375	1862-01-01T00:00:00Z	1916-01-01T00:00:00Z				
103012			Hans Kugler	Q1580905	https://www.wikidata.org/wiki/Q1580905	Hans Kugler	German painter	deutscher Landschafts- und Porträtmaler	https://upload.wikimedia.org/wikipedia/commons/b/b4/Jahrhundertausstellung_1906_KatNr._0957.jpg		116599693	1840-07-23T00:00:00Z	1873-12-12T00:00:00Z	Berlin	52.516666666667,13.383333333333	Munich	48.137194444444,11.5755
229	/m/0v1g35l		Clara Kugler	Q61993444	https://www.wikidata.org/wiki/Q61993444	Clara Kugler	Mrs. von Franz Th. Kugler				116599812		1873-01-01T00:00:00Z				
102988	/m/0y5kchj		Louise Kugler	Q25928123	https://www.wikidata.org/wiki/Q25928123	Louise Kugler					116599944	1811-10-10T00:00:00Z	1884-09-06T00:00:00Z	Szczecin	53.424722222222,14.555277777778		
627	/m/0t5d90g		Marc Rosenberg	Q1627571	https://www.wikidata.org/wiki/Q1627571	Marc Rosenberg	Ukrainian art historian, philologist and collector (1852-1930)				116622423	1852-08-22T00:00:00Z	1930-09-04T00:00:00Z	Kamianets-Podilskyi	48.680555555556,26.580555555556	Baden-Baden	48.761944444444,8.2408333333333
91	/m/0v0b1f5		Hartwig Floto	Q1587734	https://www.wikidata.org/wiki/Q1587734	Hartwig Floto	German medievalist				116630787	1825-11-01T00:00:00Z	1881-01-01T00:00:00Z	Arendsee (Altmark)	52.876666666667,11.486666666667	Königsberg	54.716666666667,20.516666666667
102616	/m/0y5fmlw		Karl Förster	Q62130308	https://www.wikidata.org/wiki/Q62130308	Karl Förster	Karl Förster (1816-1905) was a German Counselor, art historian and connoisseur.				116642947	1816-01-01T00:00:00Z	1905-01-01T00:00:00Z				
197	/m/0v12z9w		Johann Matthias Commeter	Q19959209	https://www.wikidata.org/wiki/Q19959209	Johann Matthias Commeter		deutscher Kunsthändler und Kunstsammler	https://upload.wikimedia.org/wikipedia/commons/e/e9/Johann_Matthias_Commeter.jpg		116646055	1791-03-10T00:00:00Z	1869-08-15T00:00:00Z	Wilster	53.9225,9.3744444444444		
104200	/m/01033m52		Ernst Gladbach	Q1358258	https://www.wikidata.org/wiki/Q1358258	Ernst Gladbach	German architect	deutsch-schweizerischer Architekt, Hochschullehrer und Begründer der schweizerischen Bauernhausforschung	https://upload.wikimedia.org/wikipedia/commons/f/f5/Ernst_Georg_Gladbach.jpg	19853	116649518	1812-10-30T00:00:00Z	1896-12-26T00:00:00Z	Darmstadt	49.866666666667,8.65	Zürich	47.378611111111,8.54
750	/m/0w7d61s		Emil Heilbut	Q18222215	https://www.wikidata.org/wiki/Q18222215	Emil Heilbut					116651407	1861-01-01T00:00:00Z	1921-01-01T00:00:00Z	Hamburg	53.55,10	Montreux	46.433333333333,6.9166666666667
2746	/m/0fhlbv		Jean-Joseph Benjamin-Constant	Q968357	https://www.wikidata.org/wiki/Q968357	Jean-Joseph Benjamin-Constant	painter from France	französischer Maler und Grafiker	https://upload.wikimedia.org/wikipedia/commons/7/77/Benjamin-Constant_Autoportrait_%282011_1_3%29.jpg		116656468	1845-06-10T00:00:00Z	1902-05-26T00:00:00Z	Paris	48.856577777778,2.3518277777778	Paris	48.856577777778,2.3518277777778
104228			Friedrich Heinzerling	Q1410618	https://www.wikidata.org/wiki/Q1410618	Friedrich Heinzerling	German engineer				116675071	1824-12-15T00:00:00Z	1906-01-11T00:00:00Z	Buseck	50.6,8.7666666666667	Aachen	50.776207,6.083788
138	/m/0t5dxjc		Carl Adolf Cornelius	Q91582	https://www.wikidata.org/wiki/Q91582	Carl Adolf Cornelius	German church historian and historian				116680105	1819-03-12T00:00:00Z	1903-02-10T00:00:00Z	Würzburg	49.794444444444,9.9294444444444	Munich	48.137194444444,11.5755
571	/m/0sxhhnc		Augusto Nomis di Cossilla	Q3629680	https://www.wikidata.org/wiki/Q3629680	Augusto Nomis di Cossilla	Italian politician					1815-10-02T00:00:00Z	1881-10-17T00:00:00Z	San Benigno Canavese	45.25,7.7833333333333	Chiavari	44.316411111111,9.3237361111111
735	/m/0w79tlb		Adolf Gnauth	Q108686	https://www.wikidata.org/wiki/Q108686	Adolf Gnauth	German architect	deutscher Architekt	https://upload.wikimedia.org/wikipedia/commons/c/c8/Adolf_Gnauth%2C_Portr%C3%A4t.jpg		116692898	1840-07-01T00:00:00Z	1884-11-19T00:00:00Z	Stuttgart	48.776111111111,9.1775	Nuremberg	49.452777777778,11.077777777778
102664	/m/0ymnp67		Conrad Ruf	Q25858018	https://www.wikidata.org/wiki/Q25858018	Conrad Ruf					116701021	1840-08-27T00:00:00Z	1922-01-01T00:00:00Z	Breitnau	47.939166666667,8.0791666666667	Freiburg im Breisgau	47.994722222222,7.8497222222222
															47.93333,8.08333		
322	/m/0sxhfx6		Wilhelm Henke	Q15507802	https://www.wikidata.org/wiki/Q15507802	Wilhelm Henke	German physician and writer	deutscher Hochschullehrer, Professor für Anatomie in Tübingen	https://upload.wikimedia.org/wikipedia/commons/9/9d/Philipp_Jakob_Wilhelm_von_Henke.jpg		116709510	1834-01-01T00:00:00Z	1896-01-01T00:00:00Z	Jena	50.927222222222,11.586388888889	Tübingen	48.52,9.0555555555556
2636			Nerio Malvezzi de' Medici	Q3874762	https://www.wikidata.org/wiki/Q3874762	Nerio Malvezzi de' Medici	Italian politician				11672384X	1856-10-02T00:00:00Z	1929-01-11T00:00:00Z	Bologna	44.493888888889,11.342777777778	Bologna	44.493888888889,11.342777777778
350	/m/0t5dzvn		Franz Joseph Görres	Q61993445	https://www.wikidata.org/wiki/Q61993445	Franz Joseph Görres	German historian				11672918X	1844-01-01T00:00:00Z					
1094	/m/05xpnb2		Joseph Archer Crowe	Q725266	https://www.wikidata.org/wiki/Q725266	Joseph Archer Crowe	British journalist, diplomat and art critic	englischer Kunstschriftsteller	https://upload.wikimedia.org/wikipedia/commons/6/6b/Sir_Joseph_Archer_Crowe_by_Louis_Kolitz.jpg		116741708	1825-10-25T00:00:00Z	1896-09-06T00:00:00Z	London	51.507222222222,-0.1275	Gamburg	49.693397,9.598163
103502	http://purl.org/net7/korbo2/ite/m/103502		Nicolò da Brno	Q27928370	https://www.wikidata.org/wiki/Q27928370	Nicolò da Brno	prince-bishop of Trento from 1338 to 1347		https://upload.wikimedia.org/wikipedia/commons/6/6c/Nicol%C3%B2_da_Bruna_-_Castello_del_Buonconsiglio.jpg		1074430409		1347-11-12T00:00:00Z	Brno	49.195277777778,16.608333333333	Mikulov	48.805586996193,16.637789181722
93	/m/0v11zv3		Karl Frey	Q5743139	https://www.wikidata.org/wiki/Q5743139	Karl Frey	born 1857; born in ; died March 1917; died in ; Art historian of the Florentine Renaissance and 16th-century art historiography.				116784024	1857-01-01T00:00:00Z	1917-01-01T00:00:00Z				
620	/m/0t5c4nj		Andreas Heusler-Sarasin	Q63108452	https://www.wikidata.org/wiki/Q63108452	Andreas Heusler-Sarasin	Andreas Heusler (1834-1921), which is a Swiss jurist, legal historian and politician.				116784245	1834-09-30T00:00:00Z	1921-11-02T00:00:00Z				
209	/m/0t5cp60		Otto Markwart	Q61993446	https://www.wikidata.org/wiki/Q61993446	Otto Markwart	Historian				116784261	1861-01-01T00:00:00Z	1919-05-18T00:00:00Z				
103679			Gustav von Gossler	Q95232	https://www.wikidata.org/wiki/Q95232	Gustav von Gossler	German politician and jurist	preußischer Staatsminister und Politiker, MdR	https://upload.wikimedia.org/wikipedia/commons/f/f5/Gustav_von_Gossler.jpg		116788070	1838-04-13T00:00:00Z	1902-09-29T00:00:00Z	Naumburg (Saale)	51.15,11.816666666667	Gdańsk	54.366666666667,18.633333333333
103013			Margarete Heyse	Q61993447	https://www.wikidata.org/wiki/Q61993447	Margarete Heyse					116795840						
104732			Theodor Heyse	Q2417765	https://www.wikidata.org/wiki/Q2417765	Theodor Heyse	German classical philologist				116796014	1803-10-08T00:00:00Z	1884-02-10T00:00:00Z	Oldenburg	53.143888888889,8.2138888888889	Florence	43.771388888889,11.254166666667
